contrast,ratio,SE,df,null,z.ratio,p.value,rep,beta_0,beta_s,beta_l,beta_t,beta_sl,beta_st,beta_lt,beta_slt,sigma
(switch / repetition incongruent) / (switch / repetition neutral),1.0032522111542300,0.013026912539296200,Inf,1,0.2500587809554170,0.8025418915255110,974,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0098558247620200,0.01140767831436140,Inf,1,0.8682077413391850,0.38528061708556000,974,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.034119128329270,0.014410611626121600,Inf,1,2.4075783591830600,0.01605871560123290,974,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.025638023762880,0.011655966074162200,Inf,1,2.227520611167060,0.025912499863232500,974,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.028384837968600,0.011443451346646900,Inf,1,2.515318866272400,0.011892476964722300,974,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0179496076142500,0.011560138290690900,Inf,1,1.5665683285734000,0.11721562563736800,974,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0273124400277100,0.011678119649639800,Inf,1,2.3704222483747100,0.017767780568485300,974,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0245960875384200,0.012403404655911200,Inf,1,2.0072006093317800,0.044728306779808000,974,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.04931026796619,0.013377150330032900,Inf,1,3.775581012899820,1.5963512966643E-04,974,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.053833129451050,0.01222032909773810,Inf,1,4.521712018879140,6.13414767902139E-06,974,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0471906456161200,0.013763943918580300,Inf,1,3.508224902286250,4.51107514585704E-04,974,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.055506475723330,0.013336384256276100,Inf,1,4.275463453081220,1.90740090282572E-05,974,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0620889087564000,0.013015207025310500,Inf,1,4.915613451139360,8.85048779319863E-07,974,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9965828833298840,0.010150306708611500,Inf,1,-0.3360757229698440,0.7368137650249010,975,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0009406179115000,0.01232888872016950,Inf,1,0.07632968187553930,0.9391568119986050,975,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0207160991239800,0.012867698177177600,Inf,1,1.6264922159898000,0.10384498792058000,975,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0082642421249100,0.010352204424863100,Inf,1,0.8015971235340650,0.4227860420720500,975,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0336059926023400,0.012865133595839600,Inf,1,2.655584751608090,0.007917103658355360,975,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0149764450068300,0.011264192505314800,Inf,1,1.3394689635342000,0.1804180516856530,975,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0095602706893400,0.011686350601354600,Inf,1,0.821969617734293,0.41109418880562100,975,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.01691708409048,0.010585410662712700,Inf,1,1.6115933852321200,0.10705045105792200,975,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0261640433869800,0.012469596319671600,Inf,1,2.1254397182665400,0.03354993907615100,975,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0270948959387100,0.012188784435467400,Inf,1,2.2527834306383300,0.02427280742587680,975,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0357236752935000,0.013964977129271400,Inf,1,2.6032481121223800,0.00923450972997449,975,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0369796595152500,0.012605860227933000,Inf,1,2.987113188181560,0.0028162543228952300,975,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0775440864116400,0.014545560234055200,Inf,1,5.532670750558280,3.15391163343317E-08,975,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.042987521480120,0.011838741639437100,Inf,1,3.7080395973512600,2.0887000058853E-04,975,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0744231767058700,0.01332048963885510,Inf,1,5.790051907724170,7.03646752196214E-09,975,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0804991967274300,0.011559891612658600,Inf,1,7.236716226136830,4.59678548243677E-13,975,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0003335957695800,0.01167443312743800,Inf,1,0.028579666594254400,0.9771998291669540,976,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0143464048449100,0.0138430713590484,Inf,1,1.0437586795778200,0.2965970533918720,976,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0351897671712000,0.011859527434642500,Inf,1,3.0188209166182900,0.0025376048422513600,976,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0155515781664200,0.011826492527368000,Inf,1,1.3251504525894700,0.18512125513169000,976,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0185278357358500,0.010940571942364500,Inf,1,1.7090903340146000,0.08743421778083450,976,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0284125484277900,0.011544241651056000,Inf,1,2.4958257433892100,0.012566431685758000,976,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.013707783299460,0.011877316623599600,Inf,1,1.1619887746518900,0.24524002468180000,976,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0230721048949600,0.010901203157305600,Inf,1,2.1407033606632600,0.03229796733888550,976,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.057983714941930,0.012254230846504500,Inf,1,4.866334773077080,1.13686882542019E-06,976,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0300744713898800,0.014503797898475400,Inf,1,2.104430983496090,0.035340869074351800,976,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0356334348600600,0.011804190329332900,Inf,1,3.0718664609627300,0.0021272486863302200,976,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0426201757377400,0.012253974291234400,Inf,1,3.5511564991579000,3.83542282236847E-04,976,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0626465308252200,0.011600450763412500,Inf,1,5.56608413772748,2.6052748575496E-08,976,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.04764022793455,0.01337994973221170,Inf,1,3.6440660307926900,2.68364522699683E-04,976,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0479640861348200,0.014643601733841600,Inf,1,3.352754458484180,8.00116549122938E-04,976,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0721582821876100,0.01304359862333520,Inf,1,5.727042047681900,1.02196845511366E-08,976,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.011887525076670,0.013933581962952500,Inf,1,0.8582074164100880,0.39077794152640000,977,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0098378085559500,0.010680119227927700,Inf,1,0.92564901867072,0.3546284101817340,977,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0201952521246300,0.010601278752150200,Inf,1,1.9240902569787800,0.054343271121528700,977,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0258314430991800,0.01067304035877360,Inf,1,2.4512451704875900,0.014236294984431600,977,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0026270878213400,0.010660524246896800,Inf,1,0.246754806587304,0.805097988180589,977,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.011426064709730,0.011796246773687500,Inf,1,0.9741314501738850,0.32999127562075700,977,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9972979398911660,0.01117418129713520,Inf,1,-0.2414858127141140,0.8091786109860410,977,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0341782258075800,0.012029852733501100,Inf,1,2.889125856297940,0.003863144221513630,977,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0350977879537100,0.01290146839606450,Inf,1,2.767641029262540,0.005646360993535350,977,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0114600184606500,0.01344010436934270,Inf,1,0.857540591831998,0.3911461914135710,977,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0392853217185500,0.011821391379125,Inf,1,3.38767895741871,7.04867170002439E-04,977,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0360516353764500,0.011028493585902200,Inf,1,3.3271836800390300,8.77285263405109E-04,977,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0582310690672600,0.010955085614564000,Inf,1,5.467279483896130,4.56995196390699E-08,977,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0511557207097400,0.011246187877081600,Inf,1,4.663128277224650,3.1143848410347E-06,977,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0566044551352000,0.011334840526875700,Inf,1,5.1325898483454100,2.85782226996774E-07,977,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0665708821144500,0.011004049879937100,Inf,1,6.24671170329096,4.19183737442385E-10,977,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0160494048933500,0.011739708461437700,Inf,1,1.378016593136330,0.16819816512135600,978,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.016297372456580,0.012510013387524800,Inf,1,1.3133046705794800,0.189080305347852,978,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9945679111490530,0.012783811476786300,Inf,1,-0.4237631537906220,0.6717385523046820,978,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0105937479605000,0.013291635248262400,Inf,1,0.801230578543085,0.42299817176298000,978,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0159874519956800,0.010358883034762200,Inf,1,1.5556286892156200,0.1197964125743460,978,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.035006042242830,0.010793184448931800,Inf,1,3.299464300195790,9.68695476626497E-04,978,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0040352030024500,0.012912717716054000,Inf,1,0.31312800250619000,0.7541834151671640,978,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.042950554578170,0.011038427916861100,Inf,1,3.9733919501566000,7.08563084386486E-05,978,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0339465862664600,0.01401336916407700,Inf,1,2.463102187554070,0.013774065243819800,978,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.041034231830980,0.012576895572501800,Inf,1,3.3287110206549400,8.72488812806253E-04,978,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0282410701704300,0.01103132736545270,Inf,1,2.5958931675607300,0.009434539451841260,978,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0478371360965000,0.013522159832267300,Inf,1,3.620983018806650,2.93485779564794E-04,978,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0695146927825800,0.012722005041028800,Inf,1,5.649795080374070,1.60639215118309E-08,978,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0383776432990300,0.010959072523966100,Inf,1,3.568260084882880,3.5935969705347E-04,978,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0598690369969300,0.01185499050802940,Inf,1,5.198355628035220,2.0105919224527E-07,978,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0684870282471400,0.011713375479370400,Inf,1,6.042706202368590,1.51550472906195E-09,978,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0046189144052600,0.011939369604434600,Inf,1,0.387756251628454,0.6981964234552780,979,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9856717429220290,0.010415804524019300,Inf,1,-1.365723959607630,0.1720256211337730,979,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0094766139512200,0.012847669259387700,Inf,1,0.7410975243949270,0.45863431054323100,979,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0144515757016700,0.011978418168528400,Inf,1,1.2151437769195700,0.2243112595044560,979,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.041091686128890,0.015247818780555900,Inf,1,2.749548502004830,0.005967743020165590,979,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9859623387906860,0.01209476199934080,Inf,1,-1.1524550004752900,0.2491341510314120,979,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0221497064976000,0.010546511303645900,Inf,1,2.1232822167026100,0.033730209975596200,979,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0038977322666600,0.012190488147791400,Inf,1,0.32035785012453000,0.7486970738485560,979,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0285150580045600,0.013381880594095400,Inf,1,2.1609669830742600,0.03069788995266410,979,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0441327329552300,0.011463549362561700,Inf,1,3.9335603988314800,8.36967952116527E-05,979,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0372769250916800,0.01332961340271320,Inf,1,2.848037131272070,0.004398979178301750,979,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0240575804650500,0.012745760055941100,Inf,1,1.9100211240313000,0.056130493542820800,979,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0511907822520800,0.011659877167425400,Inf,1,4.500838842731290,6.76858111071061E-06,979,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0575949885038000,0.013124788377489700,Inf,1,4.51227268764281,6.41366560139552E-06,979,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0410157709874600,0.010521460295324400,Inf,1,3.9771711004605100,6.97399853482938E-05,979,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0850839494382400,0.014103175753994400,Inf,1,6.282633692742310,3.32884783617717E-10,979,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0126941616324800,0.011852982245849000,Inf,1,1.07773667911538,0.2811512847624260,980,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0137357236557200,0.012134216311924500,Inf,1,1.139721707150740,0.25440226065426200,980,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9985336420361170,0.011560959385002300,Inf,1,-0.12674400855207600,0.8991430129019000,980,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.012322431552190,0.012574836162545600,Inf,1,0.985940700493258,0.3241622129363250,980,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0005068715054800,0.010493616815723500,Inf,1,0.048315080686417900,0.9614651359401510,980,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9989132117849390,0.01049512113743360,Inf,1,-0.1034954654142060,0.9175697482451390,980,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0358809215796900,0.012201044972055400,Inf,1,2.992946756517850,0.0027629794684940500,980,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0359459354624700,0.014103750071967700,Inf,1,2.593947396520070,0.009488100254999650,980,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.030602641530100,0.012191734153109800,Inf,1,2.5481360629754100,0.010830022183456900,980,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0186622510069700,0.01055416099299770,Inf,1,1.7846342823420300,0.07432065691337170,980,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.045823039450880,0.0122163161701678,Inf,1,3.8356273461480700,1.25244190072977E-04,980,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0565113561863500,0.012420061687033900,Inf,1,4.676214013241680,2.92219644367958E-06,980,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.034868132581810,0.012263651992574100,Inf,1,2.892211979698620,0.003825397478690840,980,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0789740934933900,0.012307288334346200,Inf,1,6.66381970382736,2.66800742919383E-11,980,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0486609720884000,0.013066505866615900,Inf,1,3.8132740117343200,1.37137922839476E-04,980,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.068138839909180,0.011015939612726200,Inf,1,6.391582767079030,1.64177374019922E-10,980,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0127892574490200,0.010809010327691900,Inf,1,1.1907374660891000,0.23375666481371600,981,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9900601404510940,0.010995800312317800,Inf,1,-0.899461100421995,0.36840710669574100,981,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0215667435164800,0.010775082524299600,Inf,1,2.022968418925420,0.04307640363085710,981,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.016372368679910,0.012090946467700200,Inf,1,1.365126413713900,0.1722133214785570,981,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0239832277114500,0.01445714183570900,Inf,1,1.6786549928261800,0.09321930223122510,981,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0187369079596900,0.012036895234132800,Inf,1,1.5711159128330000,0.11615572701245500,981,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0283084647136700,0.011378363152855700,Inf,1,2.522807596955720,0.011642208062141300,981,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0330119294172000,0.01072138257382360,Inf,1,3.129346796623800,0.0017519540442958500,981,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0387218818774200,0.010954883141575800,Inf,1,3.602236559017640,3.15491062582234E-04,981,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0421056810181400,0.01492185945254650,Inf,1,2.880334008461640,0.003972540735590000,981,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0359258878965700,0.011075117047382500,Inf,1,3.3014215807461200,9.61962214507406E-04,981,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0749945937172400,0.013930810991942500,Inf,1,5.580358098889430,2.40023902904235E-08,981,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0449025050919900,0.0119561150901039,Inf,1,3.8386936837391200,1.23690624317119E-04,981,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0704591916140400,0.01358647100400010,Inf,1,5.364535960864940,8.11575903739835E-08,981,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.05175014906474,0.01390772998898580,Inf,1,3.8156240678332900,1.35839181616155E-04,981,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.071550460244590,0.012238110070417400,Inf,1,6.050872113285730,1.44063781807307E-09,981,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
